id,año,valor,codCuenta_id,codEmpresa_id
547,2019,10000000.00,2.00.6,AFP
548,2019,2000000.00,2.00.7,AFP
549,2019,2822.00,2.00.8,AFP
550,2019,12662298.00,2.00.9,AFP
551,2019,34659476.00,2.00.10,AFP
552,2019,38187830.00,2.00.11,AFP
553,2019,62364699.00,3.00.1,AFP
554,2019,30925141.00,3.00.2,AFP
555,2019,31439558.00,3.00.3,AFP
556,2019,13439702.00,3.00.4,AFP
557,2019,1171801.00,3.00.5,AFP
558,2019,72993.00,3.00.6,AFP
559,2019,13348.00,3.00.7,AFP
560,2019,26918.00,3.00.8,AFP
561,2019,19147553.00,3.00.9,AFP
562,2019,5813683.00,3.00.10,AFP
563,2019,673653.00,3.00.11,AFP
564,2019,12660217.00,3.00.12,AFP
565,2019,2081.00,3.00.13,AFP
566,2019,12662298.00,3.00.14,AFP
669,2019,7892482.00,10.00.01,CTES
670,2019,48496686.00,10.00.02,CTES
671,2019,1211975.00,10.00.03,CTES
672,2019,9410797.00,10.00.04,CTES
673,2019,1774428.00,10.00.05,CTES
674,2019,79691368.00,10.00.06,CTES
675,2019,495276607.00,10.00.07,CTES
676,2019,17321320.00,10.00.08,CTES
677,2019,104188444.00,10.00.09,CTES
678,2019,132323216.00,10.00.10,CTES
679,2019,1143.00,10.00.11,CTES
680,2019,61932.00,10.00.12,CTES
681,2019,804564.00,10.00.13,CTES
682,2019,9645148.00,10.00.14,CTES
683,2019,127727.00,10.00.15,CTES
684,2019,759750101.00,10.00.16,CTES
685,2019,839441469.00,10.00.17,CTES
686,2019,52302734.00,20.00.01,CTES
687,2019,13876772.00,20.00.02,CTES
688,2019,4866997.00,20.00.03,CTES
689,2019,49123333.00,20.00.04,CTES
690,2019,723291.00,20.00.05,CTES
691,2019,2799136.00,20.00.06,CTES
692,2019,3312225.00,20.00.07,CTES
693,2019,2822163.00,20.00.08,CTES
694,2019,129826651.00,20.00.09,CTES
695,2019,58513698.00,20.00.10,CTES
696,2019,627142.00,20.00.11,CTES
697,2019,2000000.00,20.00.12,CTES
698,2019,1188416.00,20.00.13,CTES
699,2019,9934786.00,20.00.14,CTES
700,2019,2328625.00,20.00.15,CTES
701,2019,448024800.00,20.00.16,CTES
702,2019,71559516.00,20.00.17,CTES
703,2019,114578307.00,20.00.18,CTES
704,2019,192942.00,20.00.19,CTES
705,2019,634355565.00,20.00.20,CTES
706,2019,666586.00,20.00.21,CTES
707,2019,635022151.00,20.00.22,CTES
708,2019,839441469.00,20.00.23,CTES
709,2019,373499200.00,30.00.01,CTES
710,2019,148503529.00,30.00.02,CTES
711,2019,224995671.00,30.00.03,CTES
712,2019,76238919.00,30.00.04,CTES
713,2019,92681582.00,30.00.05,CTES
714,2019,56075170.00,30.00.06,CTES
715,2019,10028792.00,30.00.07,CTES
716,2019,350500.00,30.00.08,CTES
717,2019,65753462.00,30.00.09,CTES
718,2019,12543153.00,30.00.10,CTES
719,2019,53210309.00,30.00.11,CTES
794,2019,1231769.47,10.000.01,SARAM
795,2019,396034.67,10.000.02,SARAM
796,2019,1756488.07,10.000.03,SARAM
797,2019,4778143.31,10.000.04,SARAM
798,2019,276382.89,10.000.05,SARAM
799,2019,8438818.41,10.000.06,SARAM
800,2019,10291911.48,10.000.07,SARAM
801,2019,0.00,10.000.08,SARAM
802,2019,11653.24,10.000.09,SARAM
803,2019,492223.60,10.000.10,SARAM
804,2019,10795788.32,10.000.11,SARAM
805,2019,19234606.73,10.000.12,SARAM
806,2019,4861692.20,20.000.01,SARAM
807,2019,1628867.69,20.000.02,SARAM
808,2019,42710.83,20.000.03,SARAM
809,2019,620106.95,20.000.04,SARAM
810,2019,183.26,20.000.05,SARAM
811,2019,7153560.93,20.000.06,SARAM
812,2019,5079812.09,20.000.07,SARAM
813,2019,174715.41,20.000.08,SARAM
814,2019,3150000.00,20.000.09,SARAM
815,2019,630000.00,20.000.10,SARAM
816,2019,1839214.38,20.000.11,SARAM
817,2019,1207303.92,20.000.12,SARAM
818,2019,6826518.30,20.000.13,SARAM
819,2019,19234606.73,20.000.14,SARAM
820,2019,32024518.19,30.000.01,SARAM
821,2019,25531813.95,30.000.02,SARAM
822,2019,6492704.24,30.000.03,SARAM
823,2019,4464549.67,30.000.04,SARAM
824,2019,2028154.67,30.000.05,SARAM
825,2019,654560.82,30.000.06,SARAM
826,2019,8342.11,30.000.07,SARAM
827,2019,1365251.64,30.000.08,SARAM
828,2019,423207.69,30.000.09,SARAM
829,2019,50747.95,30.000.10,SARAM
830,2019,891296.00,30.000.11,SARAM
865,2019,1070014.00,11.00.01,TGSV
866,2019,560000.00,11.00.02,TGSV
867,2019,5645740.00,11.00.03,TGSV
868,2019,12624605.00,11.00.04,TGSV
869,2019,53609.00,11.00.05,TGSV
870,2019,94306.00,11.00.06,TGSV
871,2019,20048274.00,11.00.07,TGSV
872,2019,246791.00,11.00.08,TGSV
873,2019,1848563.00,11.00.09,TGSV
874,2019,110223.00,11.00.10,TGSV
875,2019,0.00,11.00.11,TGSV
876,2019,2205577.00,11.00.12,TGSV
877,2019,22253851.00,11.00.13,TGSV
878,2019,448000.00,12.00.01,TGSV
879,2019,2871653.00,12.00.02,TGSV
880,2019,7716722.00,12.00.03,TGSV
881,2019,3500000.00,12.00.04,TGSV
882,2019,3241712.00,12.00.05,TGSV
883,2019,179410.00,12.00.06,TGSV
884,2019,17957497.00,12.00.07,TGSV
885,2019,7476100.00,12.00.08,TGSV
886,2019,10483.00,12.00.09,TGSV
887,2019,3190229.00,12.00.10,TGSV
888,2019,4296354.00,12.00.11,TGSV
889,2019,22253851.00,12.00.12,TGSV
890,2019,3352263.00,13.00.01,TGSV
891,2019,1852288.00,13.00.02,TGSV
892,2019,1499975.00,13.00.03,TGSV
893,2019,2728029.00,13.00.04,TGSV
894,2019,1228054.00,13.00.05,TGSV
895,2019,245185.00,13.00.06,TGSV
896,2019,1460807.00,13.00.07,TGSV
897,2019,44293.00,13.00.08,TGSV
898,2019,1505100.00,13.00.09,TGSV
